"Address","Zip","District","TotalRecords","SevereConditions","DisplacementNotices","RedevelopPermits","ExemptionPermits","NoHeatComplaints","NoWaterComplaints","SewageComplaints","EvictionNotices","OpenUnresolved","YearsActive","Typology","chronic_severe","severe_plus_rdev","disp_plus_rdev"
"5601 4TH AVE NW","98107","6","3","0","0","0","0","1","0","0","0","0","2008;2011;2020","Other","0","0","0"
"4035 A WHITMAN AVE N","98103","4","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"6312 17TH AVE NW","98107","6","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"508 E REPUBLICAN ST","98102","3","3","0","0","0","0","0","0","0","0","0","2014;2017","Other","0","0","0"
"4720 23RD AVE SW","98106","1","4","0","0","0","0","0","0","0","0","0","2011;2021;2023","Other","0","0","0"
"3603 ALBION PL N","98103","4","1","0","0","0","0","0","0","0","0","1","2023","Other","0","0","0"
"401 E NW 101ST ST","98177","5","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"807 W NICKERSON ST","","7","3","0","0","0","0","0","0","0","0","1","2019;2021","Other","0","0","0"
"9709 ROOSEVELT WAY NE","98115","5","1","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"11015 DAYTON AVE N","98133","5","2","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"2336 19TH AVE S","98144","2","1","0","0","0","0","0","0","0","0","0","2011","Other","0","0","0"
"1123 23RD AVE","98122","3","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"1525 5TH AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"457 NE 60TH ST","98115","6","2","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"722 S CONCORD ST","98108","1","2","0","0","0","0","0","0","0","0","1","2015","Other","0","0","0"
"2300 WESTMONT WAY W","98199","6","1","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"4030 7TH AVE NE","98105","4","14","0","2","0","0","0","0","0","0","0","2005;2007;2013;2017;2018;2019;2021","Other","0","0","0"
"9224 14TH AVE SW","98106","1","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"4135 20TH AVE SW","98106","1","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"1811 1ST AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"2918 S BYRON ST","98144","2","1","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"1750 23RD AVE","98122","3","1","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"4037 STONE WAY N","98103","4","8","0","0","0","0","0","0","0","0","5","2018;2019;2020;2022","Other","0","0","0"
"2119 13TH AVE S","98144","2","5","0","1","0","0","0","0","0","0","0","2018;2019;2023","Other","0","0","0"
"4022 NE 110TH ST","98125","5","1","0","0","0","0","0","0","0","0","0","2004","Other","0","0","0"
"9218 WOODLAWN AVE N","98103","5","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"309 PROSPECT ST","98109","7","1","0","0","0","0","0","0","0","0","0","2004","Other","0","0","0"
"1340 13TH AVE S","98144","2","1","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"1417 DEXTER AVE N","98109","7","2","0","0","0","0","0","0","2","0","0","2012","Other","0","0","0"
"8110 41ST AVE SW","98136","1","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"7230 28TH AVE NE","98115","4","1","0","0","0","0","0","0","0","0","0","2019","Other","0","0","0"
"10523 EVANSTON AVE N","98133","5","2","0","0","0","0","0","0","0","0","1","2017;2018","Other","0","0","0"
"2912 E CHERRY ST","98122","3","3","0","0","0","0","0","0","0","0","0","2007;2011","Other","0","0","0"
"221 23RD AVE E","98112","3","4","0","1","0","0","0","0","0","0","1","2017;2018;2025","Other","0","0","0"
"5000 S GENESEE ST","98118","2","3","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"11060 39TH AVE SW","98146","1","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"1814 E PIKE ST","98122","3","3","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"2833 S JUNEAU ST","98108","2","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"1500 4TH AVE","98101","7","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"4310 SW SPOKANE ST","98116","1","2","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"4720 A 38TH AVE S","98118","2","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"4005 43RD AVE S","98118","2","1","0","0","0","0","0","0","0","0","1","2024","Other","0","0","0"
"5108 SW OLGA ST","98116","1","1","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"3414 NW 64TH ST","98107","6","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"513 B 11TH AVE E","98102","3","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"1238 S HENDERSON ST","98108","1","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"2551 24TH AVE E","98112","3","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"9024 5TH AVE NE","98115","5","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"2515 AURORA AVE N","","","2","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"2249 NE 46TH ST","98105","4","4","0","0","0","0","0","0","0","0","1","2005;2006;2008;2024","Other","0","0","0"
"4048 37TH AVE S","98118","2","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"8652 31ST AVE SW","98126","1","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"5011 40TH AVE NE","98105","4","1","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"1609 BROADWAY","","","1","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"7805 46TH AVE S","98118","2","6","0","0","0","0","0","0","0","0","0","2006;2008;2011","Other","0","0","0"
"1772 18TH AVE S","98144","2","6","0","0","0","0","0","0","0","0","0","2009;2015;2016","Other","0","0","0"
"920 E PIKE ST","98122","3","1","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"2555 QUEEN ANNE AVE N","98109","7","2","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"1738 DEXTER AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"4215 NE 107TH ST","98125","5","2","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"1604 15TH AVE","98122","3","1","0","1","0","0","0","0","0","0","0","2016","Other","0","0","0"
"5513 S CLOVERDALE ST","98118","2","1","0","0","0","0","0","0","1","0","0","2016","Other","0","0","0"
"7060 15TH AVE NW","98117","6","1","0","0","0","0","0","0","0","0","1","2018","Other","0","0","0"
"1647 22ND AVE","98122","3","1","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"4021 NE 73RD ST","98115","4","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"6416 SW ADMIRAL WAY","98116","1","1","0","0","0","0","0","0","0","0","0","2019","Other","0","0","0"
"822 M L KING JR WAY","98122","3","3","0","0","0","0","0","0","0","0","0","2004;2005","Other","0","0","0"
"5233 KENSINGTON PL N","98103","6","5","0","0","0","0","0","0","0","0","0","2010;2011","Other","0","0","0"
"6704 CORSON AVE S","98108","1","1","0","1","0","0","0","0","0","1","1","2023","Other","0","0","0"
"12540 5TH AVE NE","98125","5","2","0","0","0","0","0","0","0","0","0","2022;2024","Other","0","0","0"
"4702 9TH AVE NE","98105","4","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"1040 NE 89TH ST","98115","5","3","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"1244 NE 96TH ST","98115","5","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"6911 CALIFORNIA AVE SW","98136","1","8","0","0","0","0","0","0","0","0","0","2009;2015;2018;2019","Other","0","0","0"
"3928 S GRAHAM ST","98118","2","3","0","0","0","0","0","0","0","0","0","2018;2019;2024","Other","0","0","0"
"2227 NW 62ND ST","98107","6","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"5514 SW LANDER ST","98116","1","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"503 N 49TH ST","98103","6","2","0","0","0","0","0","0","0","0","0","2021;2022","Other","0","0","0"
"1734 NE 113TH ST","98125","5","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"3034 37TH AVE SW","98126","1","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"501 BELMONT AVE E","98102","3","3","0","0","0","0","0","0","0","0","0","2003;2004;2025","Other","0","0","0"
"8110 28TH AVE SW","98126","1","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"1232 20TH AVE E","98112","3","3","0","0","0","0","0","0","0","0","0","2005;2008","Other","0","0","0"
"2009 A S NORMAN ST","98144","3","2","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"3451 39TH AVE SW","98116","1","8","0","0","0","0","0","0","0","0","0","2012;2013","Other","0","0","0"
"5153 S HOLLY ST","","2","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"5223 RAINIER AVE S","98118","2","6","0","0","0","0","0","0","0","0","0","2004;2005;2012;2024","Other","0","0","0"
"9214 16TH AVE SW","98106","1","5","0","0","0","0","0","0","0","0","0","2022;2025","Other","0","0","0"
"600 BELLEVUE AVE E","98102","3","5","0","0","0","0","0","0","0","0","2","2012;2022;2023","Other","0","0","0"
"8642 ISLAND DR S","98118","2","5","0","0","2","0","0","0","0","0","3","2025","Other","0","0","0"
"900 28TH AVE S","98144","3","23","0","0","0","0","0","0","0","0","10","2004;2008;2010;2022;2023;2024;2025","Other","0","0","0"
"3022 SW ORLEANS ST","98126","1","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"401 31ST AVE E","98112","3","1","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"7321 EARL AVE NW","98117","6","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"9011 12TH AVE NE","98115","5","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"6330 A 34TH AVE SW","98126","1","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"3021 13TH AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"1525 26TH AVE","98122","3","3","0","1","0","0","0","0","1","0","0","2005;2020","Other","0","0","0"
"2727 36TH AVE SW","98126","1","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"623 BROADWAY E","98102","3","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"10213 38TH AVE SW","98146","1","2","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"4309 7TH AVE NE","98105","4","4","0","1","0","0","0","0","0","0","0","2010;2018;2023","Other","0","0","0"
"7459 GATEWOOD RD SW","98136","1","6","0","0","0","0","0","0","0","0","0","2004;2023;2024","Other","0","0","0"
"6739 25TH AVE SW","","1","3","0","0","0","0","0","0","0","0","1","2019;2022","Other","0","0","0"
"3000 E SPRUCE ST","98122","3","6","0","1","0","0","0","0","0","1","1","2008;2012;2018;2022","Other","0","0","0"
"6266 13TH AVE S","98108","1","1","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"6011 4TH AVE NE","98115","6","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"1216 1ST AVE","98101","7","3","0","0","0","0","0","0","0","0","0","2007;2008","Other","0","0","0"
"7016 MARY AVE NW","98117","6","2","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"2408 11TH AVE W","98119","7","2","0","0","0","0","0","0","0","0","2","2019;2021","Other","0","0","0"
"4001 S WILLOW ST","98118","2","3","0","0","0","0","0","0","0","0","1","2005;2021","Other","0","0","0"
"2700 49TH AVE SW","98116","1","1","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"13038 4TH AVE NW","98177","5","1","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"4303 7TH AVE NE","98105","4","15","0","1","0","0","0","0","0","0","1","2006;2007;2019;2020;2021;2023","Other","0","0","0"
"7525 13TH AVE SW","98106","1","7","0","0","0","0","0","0","0","0","1","2014;2015;2016;2017","Other","0","0","0"
"7658 EAST GREEN LAKE DR N","98103","6","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"410 NW 72ND ST","98117","6","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"2045 E MADISON ST","98122","3","1","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"3839 STONE WAY N","98103","4","2","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"2220 W EMERSON ST","98199","6","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"610 12TH AVE E","98102","3","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"8034 MARY AVE NW","98117","6","14","0","0","0","0","0","0","0","0","2","2013;2020;2021;2022","Other","0","0","0"
"6710 13TH AVE NW","","6","3","0","0","0","0","0","0","0","0","0","2019;2025","Other","0","0","0"
"8531 A MIDVALE AVE N","98103","5","2","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"4520 NE 86TH ST","98115","4","2","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"410 S 96TH ST","98108","","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"3817 S CLOVERDALE ST","98118","2","2","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"4615 STONE WAY N","98103","4","1","0","0","0","0","0","0","0","0","0","2011","Other","0","0","0"
"933 NW 59TH ST","98107","6","6","0","0","0","0","0","0","0","0","0","2006;2010;2011","Other","0","0","0"
"362 WARD ST","98109","7","2","0","0","0","0","0","0","0","0","2","2018","Other","0","0","0"
"4983 PURDUE AVE NE","98105","4","2","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"10734 LINDEN AVE N","98133","5","1","0","0","0","0","0","0","0","0","0","2012","Other","0","0","0"
"2034 FEDERAL AVE E","98102","3","7","0","0","0","0","0","0","0","0","1","2009;2015;2020","Other","0","0","0"
"3053 61ST AVE SW","98116","1","1","0","1","0","0","0","0","0","0","1","2024","Other","0","0","0"
"1958 8TH AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","2019","Other","0","0","0"
"10316 RAVENNA AVE NE","98125","5","1","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"1019 E JEFFERSON ST","98122","2","2","0","0","0","0","0","0","0","0","0","2011","Other","0","0","0"
"11417 69TH PL S","98178","2","1","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"946 NW 62ND ST","98107","6","1","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"4600 S RAYMOND PL","98118","2","1","0","1","0","0","0","0","0","1","0","2016","Other","0","0","0"
"1121 A N 94TH ST","98103","5","1","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"7928 DENSMORE AVE N","98103","6","2","0","0","0","0","0","0","0","0","0","2016;2018","Other","0","0","0"
"412 34TH AVE","98122","3","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"5909 17TH AVE SW","98106","1","3","0","0","0","0","0","0","0","0","0","2004;2008","Other","0","0","0"
"1401 E YESLER WAY","98122","3","4","0","0","0","0","0","0","0","0","0","2021;2022","Other","0","0","0"
"6242 45TH AVE NE","98115","4","2","0","0","0","0","0","0","0","0","0","2007;2008","Other","0","0","0"
"4774 S BOND ST","98118","2","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"8856 30TH AVE SW","98126","1","5","0","1","0","0","0","0","0","1","0","2015;2020;2022;2025","Other","0","0","0"
"2003 NE 80TH ST","98115","4","1","0","0","0","0","0","0","0","0","0","2012","Other","0","0","0"
"5401 LEARY AVE NW","98107","6","1","0","0","0","0","0","0","0","0","1","2020","Other","0","0","0"
"4716 BROOKLYN AVE NE","98105","4","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"3534 S BRANDON ST","98118","2","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"2704 NE 115TH ST","98125","5","3","0","0","0","0","0","0","0","0","0","2012;2018","Other","0","0","0"
"3545 S BRANDON ST","98118","2","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"9801 LINDEN AVE N","98103","5","2","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"2874 30TH AVE W","","6","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"10729 3RD AVE NW","98177","5","3","0","0","0","0","0","0","0","0","2","2017;2022","Other","0","0","0"
"227 N 117TH ST","98133","5","4","0","0","0","0","0","0","0","0","0","2007;2008","Other","0","0","0"
"6108 MERIDIAN AVE N","98103","6","1","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"4708 AURORA AVE N","98103","4","1","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"1913 3RD AVE","98101","7","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"9112 17TH AVE NE","98115","5","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"1301 HARBOR AVE SW","","1","2","0","2","0","0","0","0","0","2","0","2018","Other","0","0","0"
"4700 9TH AVE NW","98107","6","13","0","0","0","0","0","0","0","0","2","2013;2016;2017;2019;2020;2021;2022;2023;2025","Other","0","0","0"
"8601 DELRIDGE WAY SW","98106","1","2","0","1","0","0","0","0","0","0","0","2012;2013","Other","0","0","0"
"1102 TAYLOR AVE N","98109","7","2","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"1750 N 122ND ST","98133","5","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"914 W BARRETT ST","98119","7","2","0","0","0","0","0","0","0","0","0","2012;2023","Other","0","0","0"
"25 W HIGHLAND DR","98119","7","3","0","0","0","0","0","0","0","0","0","2012","Other","0","0","0"
"2332 N 62ND ST","98103","6","1","0","1","0","0","0","0","0","1","0","2015","Other","0","0","0"
"7935 31ST AVE SW","98126","1","5","0","0","0","0","0","0","0","0","0","2013;2014","Other","0","0","0"
"123 17TH AVE E","98112","3","3","0","0","0","0","0","0","0","0","0","2006;2016;2017","Other","0","0","0"
"6535 LATONA AVE NE","98115","6","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"4263 S CLOVERDALE ST","98118","2","2","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"10723 3RD AVE NW","98177","5","2","0","0","0","0","0","0","0","0","0","2020;2021","Other","0","0","0"
"6026 18TH AVE S","98108","2","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"11209 3RD AVE NE","98125","5","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"3228 62ND AVE SW","98116","1","1","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"4303 A DAYTON AVE N","98103","6","2","0","0","0","0","0","0","0","0","0","2024;2025","Other","0","0","0"
"1110 C 33RD AVE","98122","3","1","0","0","0","0","0","0","0","0","1","2023","Other","0","0","0"
"1605 S WASHINGTON ST","98144","3","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"1301 N 49TH ST","98103","4","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"9408 31ST AVE NW","98117","6","2","0","1","0","0","0","0","0","1","0","2022","Other","0","0","0"
"722 N 84TH ST","98103","6","3","0","0","0","0","0","0","0","0","0","2008;2012","Other","0","0","0"
"1101 WESTERN AVE","98101","7","9","0","0","0","0","0","0","0","0","4","2020;2022;2023;2024","Other","0","0","0"
